nombre,codigoBarras,unidad,precio,costo,iva,stockMinimo,stockMaximo,ubicacion,categoria,generico,descuentoDia,porcentajeDescuento,inicioDescuentoDia,finDescuentoDia,promoCantidadRequerida,inicioPromoCantidad,finPromoCantidad,porcentaje,inicio,fin,descuentoINAPAM,lote1,fechaCaducidad1,cantidad1,lote2,fechaCaducidad2,cantidad2,proveedor,farmacia,imagen
DOCTOR CERTIFICADO MEDICO,5.65657E+12,PZA,50,50,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi821,31/12/2026,132,kjl1060,31/12/2027,4868,67ca29917616105911bf9584,67d73b3a6348d5c1f9b74313,
CERTIFICADO MEDICO CON TIPO DE SANGRE,5.65657E+12,PZA,100,100,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi822,31/12/2026,1277,kjl1061,31/12/2027,3723,67ca29917616105911bf9584,67d73b3a6348d5c1f9b74313,
DOCTOR APLICACIÓN DE SUERO,5.65657E+12,PZA,230,188.39,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi823,31/12/2026,1698,kjl1062,31/12/2027,3302,67ca29917616105911bf9584,67d73b3a6348d5c1f9b74313,
TOMA DE GLUCOSA,5.65657E+12,PZA,30,15,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi824,31/12/2026,586,kjl1063,31/12/2027,4414,67ca29917616105911bf9584,67d73b3a6348d5c1f9b74313,
TOMA DE PRESION,5.65657E+12,PZA,20,20,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi825,31/12/2026,131,kjl1064,31/12/2027,4869,67ca29917616105911bf9584,67d73b3a6348d5c1f9b74313,
DOCTOR RETIRO DE IMPLANTE HORMONAL EN BRAZO,5.65657E+12,PZA,156,136.95,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi826,31/12/2026,506,kjl1065,31/12/2027,4494,67ca29917616105911bf9584,67d73b3a6348d5c1f9b74313,
DOCTOR PESO Y TALLA,5.65657E+12,PZA,10,10,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi827,31/12/2026,1997,kjl1066,31/12/2027,3003,67ca29917616105911bf9584,67d73b3a6348d5c1f9b74313,
DOCTOR CURACION $60,5.65657E+12,PZA,60,60,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi828,31/12/2026,1506,kjl1067,31/12/2027,3494,67ca29917616105911bf9584,67d73b3a6348d5c1f9b74313,
DOCTOR CURACION $80,5.65657E+12,PZA,80,80,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi829,31/12/2026,1269,kjl1068,31/12/2027,3731,67ca29917616105911bf9584,67d73b3a6348d5c1f9b74313,
DOCTOR CURACION $100,5.65657E+12,PZA,100,100,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi830,31/12/2026,1179,kjl1069,31/12/2027,3821,67ca29917616105911bf9584,67d73b3a6348d5c1f9b74313,
DOCTOR CURACION $120,5.65657E+12,PZA,120,120,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi831,31/12/2026,1236,kjl1070,31/12/2027,3764,67ca29917616105911bf9584,67d73b3a6348d5c1f9b74313,
DOCTOR CURACION $140,5.65657E+12,PZA,140,140,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi832,31/12/2026,1829,kjl1071,31/12/2027,3171,67ca29917616105911bf9584,67d73b3a6348d5c1f9b74313,
DOCTOR CURACION $160,5.65657E+12,PZA,160,160,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi833,31/12/2026,1134,kjl1072,31/12/2027,3866,67ca29917616105911bf9584,67d73b3a6348d5c1f9b74313,
DOCTOR CURACION $180,5.65657E+12,PZA,180,180,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi834,31/12/2026,1735,kjl1073,31/12/2027,3265,67ca29917616105911bf9584,67d73b3a6348d5c1f9b74313,
DOCTOR CURACION $200,5.65657E+12,PZA,200,200,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi835,31/12/2026,452,kjl1074,31/12/2027,4548,67ca29917616105911bf9584,67d73b3a6348d5c1f9b74313,
"DOCTOR LAVADO OFTALMICO POR OJO 2 jeringas 10 ml, 1gasa, 1 agua inyectable 500 ml, 1 pañal, gotas de anestecia",5.65657E+12,PZA,180,180,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi836,31/12/2026,1765,kjl1075,31/12/2027,3235,67ca29917616105911bf9584,67d73b3a6348d5c1f9b74313,
DOCTOR LAVADO OTICO POR OIDO,5.65657E+12,PZA,155,114.08,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi837,31/12/2026,842,kjl1076,31/12/2027,4158,67ca29917616105911bf9584,67d73b3a6348d5c1f9b74313,
DOCTOR LAVADO OTICO DOS OIDOS,5.65657E+12,PZA,215,174.08,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi838,31/12/2026,510,kjl1077,31/12/2027,4490,67ca29917616105911bf9584,67d73b3a6348d5c1f9b74313,
DOCTOR COLOCACION Y RETIRO DE SONDA,5.65657E+12,PZA,200,200,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi839,31/12/2026,591,kjl1078,31/12/2027,4409,67ca29917616105911bf9584,67d73b3a6348d5c1f9b74313,
DOCTOR COLOCACION DE SONDA,5.65657E+12,PZA,150,150,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi840,31/12/2026,288,kjl1079,31/12/2027,4712,67ca29917616105911bf9584,67d73b3a6348d5c1f9b74313,
DOCTOR RETIRO DE SONDA,5.65657E+12,PZA,80,80,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi841,31/12/2026,1288,kjl1080,31/12/2027,3712,67ca29917616105911bf9584,67d73b3a6348d5c1f9b74313,
DOCTOR PRUEBA COVID,5.65657E+12,PZA,210,170,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi842,31/12/2026,749,kjl1081,31/12/2027,4251,67ca29917616105911bf9584,67d73b3a6348d5c1f9b74313,
DOCTOR SUTURAS 1-3 PUNTOS,5.65657E+12,PZA,100,100,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi843,31/12/2026,1170,kjl1082,31/12/2027,3830,67ca29917616105911bf9584,67d73b3a6348d5c1f9b74313,
DOCTOR SUTURAS 4 PUNTOS,5.65657E+12,PZA,130,130,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi844,31/12/2026,174,kjl1083,31/12/2027,4826,67ca29917616105911bf9584,67d73b3a6348d5c1f9b74313,
DOCTOR SUTURAS 5 PUNTOS,5.65657E+12,PZA,160,160,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi845,31/12/2026,847,kjl1084,31/12/2027,4153,67ca29917616105911bf9584,67d73b3a6348d5c1f9b74313,
DOCTOR SUTURAS 6 PUNTOS,5.65657E+12,PZA,190,190,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi846,31/12/2026,1451,kjl1085,31/12/2027,3549,67ca29917616105911bf9584,67d73b3a6348d5c1f9b74313,
DOCTOR SUTURAS 7 PUNTOS,5.65657E+12,PZA,220,220,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi847,31/12/2026,1377,kjl1086,31/12/2027,3623,67ca29917616105911bf9584,67d73b3a6348d5c1f9b74313,
DOCTOR SUTURAS 8 PUNTOS,5.65657E+12,PZA,250,250,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi848,31/12/2026,557,kjl1087,31/12/2027,4443,67ca29917616105911bf9584,67d73b3a6348d5c1f9b74313,
DOCTOR SUTURAS 9 PUNTOS,5.65657E+12,PZA,280,280,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi849,31/12/2026,1526,kjl1088,31/12/2027,3474,67ca29917616105911bf9584,67d73b3a6348d5c1f9b74313,
DOCTOR SUTURAS 10 PUNTOS,5.65657E+12,PZA,310,310,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi850,31/12/2026,56,kjl1089,31/12/2027,4944,67ca29917616105911bf9584,67d73b3a6348d5c1f9b74313,
DOCTOR RETIRO DE 1-5 PUNTOS,5.65657E+12,PZA,50,50,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi851,31/12/2026,1334,kjl1090,31/12/2027,3666,67ca29917616105911bf9584,67d73b3a6348d5c1f9b74313,
DOCTOR RETIRO DE 6-10 PUNTOS,5.65657E+12,PZA,80,80,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi852,31/12/2026,1048,kjl1091,31/12/2027,3952,67ca29917616105911bf9584,67d73b3a6348d5c1f9b74313,
Aceite de Ricino YUYA C/50 mL,7.50611E+12,PZA,189,130,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi853,31/12/2026,641,kjl1092,31/12/2027,4359,67ca29917616105911bf957e,67d73b3a6348d5c1f9b74313,
Gloss Yuya Tu magia C/1 pza,7.50611E+12,PZA,115,71,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi854,31/12/2026,1512,kjl1093,31/12/2027,3488,67ca29917616105911bf957e,67d73b3a6348d5c1f9b74313,
Gloss Yuya Equilibrio C/1 pza,7.50611E+12,PZA,115,71,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi855,31/12/2026,1302,kjl1094,31/12/2027,3698,67ca29917616105911bf957e,67d73b3a6348d5c1f9b74313,
Labial Yuya Binomio C/1 pza,7.50611E+12,PZA,115,71,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi856,31/12/2026,400,kjl1095,31/12/2027,4600,67ca29917616105911bf957e,67d73b3a6348d5c1f9b74313,
Labial Yuya Bruma C/1 pza,7.50611E+12,PZA,115,71,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi857,31/12/2026,1301,kjl1096,31/12/2027,3699,67ca29917616105911bf957e,67d73b3a6348d5c1f9b74313,
Labial Yuya Chiquita C/1 pza,7.50611E+12,PZA,115,71,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi858,31/12/2026,151,kjl1097,31/12/2027,4849,67ca29917616105911bf957e,67d73b3a6348d5c1f9b74313,
Labial Yuya Cometa C/1 pza,7.50611E+12,PZA,115,71,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi859,31/12/2026,1235,kjl1098,31/12/2027,3765,67ca29917616105911bf957e,67d73b3a6348d5c1f9b74313,
Labial Yuya Eco C/1 pza,7.50611E+12,PZA,115,71,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi860,31/12/2026,1552,kjl1099,31/12/2027,3448,67ca29917616105911bf957e,67d73b3a6348d5c1f9b74313,
Labial Yuya Existir C/1 pza,7.50611E+12,PZA,115,71,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi861,31/12/2026,338,kjl1100,31/12/2027,4662,67ca29917616105911bf957e,67d73b3a6348d5c1f9b74313,
Labial Yuya Feliz feliz C/1 pza,7.50611E+12,PZA,115,71,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi862,31/12/2026,717,kjl1101,31/12/2027,4283,67ca29917616105911bf957e,67d73b3a6348d5c1f9b74313,
Labial Yuya Floreces C/1 pza,7.50611E+12,PZA,115,71,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi863,31/12/2026,934,kjl1102,31/12/2027,4066,67ca29917616105911bf957e,67d73b3a6348d5c1f9b74313,
Labial Yuya Kalon C/1 pza,7.50611E+12,PZA,115,71,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi864,31/12/2026,1208,kjl1103,31/12/2027,3792,67ca29917616105911bf957e,67d73b3a6348d5c1f9b74313,
Labial Yuya Margarita C/1 pza,7.50611E+12,PZA,115,71,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi865,31/12/2026,323,kjl1104,31/12/2027,4677,67ca29917616105911bf957e,67d73b3a6348d5c1f9b74313,
Labial Yuya Miranos C/1 pza,7.50611E+12,PZA,115,71,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi866,31/12/2026,1485,kjl1105,31/12/2027,3515,67ca29917616105911bf957e,67d73b3a6348d5c1f9b74313,
Labial Yuya Mi amor C/1 pza,7.50611E+12,PZA,115,71,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi867,31/12/2026,985,kjl1106,31/12/2027,4015,67ca29917616105911bf957e,67d73b3a6348d5c1f9b74313,
Labial Yuya Paraiso C/1 pza,7.50611E+12,PZA,115,71,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi868,31/12/2026,1857,kjl1107,31/12/2027,3143,67ca29917616105911bf957e,67d73b3a6348d5c1f9b74313,
Labial Yuya Querido C/1 pza,7.50611E+12,PZA,115,71,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi869,31/12/2026,1394,kjl1108,31/12/2027,3606,67ca29917616105911bf957e,67d73b3a6348d5c1f9b74313,
Labial Yuya Quiza C/1 pza,7.50611E+12,PZA,115,71,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi870,31/12/2026,1112,kjl1109,31/12/2027,3888,67ca29917616105911bf957e,67d73b3a6348d5c1f9b74313,
Labial Yuya Rame C/1 pza,7.50611E+12,PZA,115,71,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi871,31/12/2026,113,kjl1110,31/12/2027,4887,67ca29917616105911bf957e,67d73b3a6348d5c1f9b74313,
Labial Yuya Roseta C/1 pza,7.50611E+12,PZA,115,71,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi872,31/12/2026,617,kjl1111,31/12/2027,4383,67ca29917616105911bf957e,67d73b3a6348d5c1f9b74313,
Labial Yuya Sirena C/1 pza,7.50611E+12,PZA,115,71,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi873,31/12/2026,1990,kjl1112,31/12/2027,3010,67ca29917616105911bf957e,67d73b3a6348d5c1f9b74313,
Labial Yuya Soteno C/1 pza,7.50611E+12,PZA,115,71,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi874,31/12/2026,654,kjl1113,31/12/2027,4346,67ca29917616105911bf957e,67d73b3a6348d5c1f9b74313,
Labial Yuya Te quiero C/1 pza,7.50611E+12,PZA,115,71,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi875,31/12/2026,1476,kjl1114,31/12/2027,3524,67ca29917616105911bf957e,67d73b3a6348d5c1f9b74313,
Labial Yuya Traviesa C/1 pza,7.50611E+12,PZA,115,71,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi876,31/12/2026,1463,kjl1115,31/12/2027,3537,67ca29917616105911bf957e,67d73b3a6348d5c1f9b74313,
Labial Yuya Viaje C/1 pza,7.50611E+12,PZA,115,71,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi877,31/12/2026,1185,kjl1116,31/12/2027,3815,67ca29917616105911bf957e,67d73b3a6348d5c1f9b74313,
Labial Yuya Vida C/1 pza,7.50611E+12,PZA,115,71,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi878,31/12/2026,1681,kjl1117,31/12/2027,3319,67ca29917616105911bf957e,67d73b3a6348d5c1f9b74313,
Labial Yuya Viva C/1 pza,7.50611E+12,PZA,115,71,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi879,31/12/2026,1351,kjl1118,31/12/2027,3649,67ca29917616105911bf957e,67d73b3a6348d5c1f9b74313,
Labial Yuya Vive la vida C/1 pza,7.50611E+12,PZA,115,71,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi880,31/12/2026,1934,kjl1119,31/12/2027,3066,67ca29917616105911bf957e,67d73b3a6348d5c1f9b74313,
TINTA YING YANG YUYA,7.50611E+12,PZA,160,119.4,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi881,31/12/2026,1918,kjl1120,31/12/2027,3082,67ca29917616105911bf957e,67d73b3a6348d5c1f9b74313,
TINTA SER YUYA,7.50611E+12,PZA,160,140,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi882,31/12/2026,782,kjl1121,31/12/2027,4218,67ca29917616105911bf957e,67d73b3a6348d5c1f9b74313,
TINTA FUGAZ YUYA,7.50611E+12,PZA,160,140,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi883,31/12/2026,203,kjl1122,31/12/2027,4797,67ca29917616105911bf957e,67d73b3a6348d5c1f9b74313,
TINTA TIEMPO YUYA,7.50611E+12,PZA,160,140,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi884,31/12/2026,304,kjl1123,31/12/2027,4696,67ca29917616105911bf957e,67d73b3a6348d5c1f9b74313,
TINTA PARVULA YUYA,7.50611E+12,PZA,160,140,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi885,31/12/2026,1839,kjl1124,31/12/2027,3161,67ca29917616105911bf957e,67d73b3a6348d5c1f9b74313,
TINTA SOLEDAD YUYA,7.50611E+12,PZA,160,140,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi886,31/12/2026,668,kjl1125,31/12/2027,4332,67ca29917616105911bf957e,67d73b3a6348d5c1f9b74313,
Esmalte para uñas YUYA,7.50611E+12,PZA,39,14.12,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi887,31/12/2026,285,kjl1126,31/12/2027,4715,67ca29917616105911bf957e,67d73b3a6348d5c1f9b74313,
Esmalte para uñas YUYA,7.50611E+12,PZA,39,14.12,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi888,31/12/2026,1433,kjl1127,31/12/2027,3567,67ca29917616105911bf957e,67d73b3a6348d5c1f9b74313,
Esmalte para uñas YUYA,7.50611E+12,PZA,39,14.12,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi889,31/12/2026,770,kjl1128,31/12/2027,4230,67ca29917616105911bf957e,67d73b3a6348d5c1f9b74313,
Esmalte para uñas YUYA,7.50611E+12,PZA,39,14.12,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi890,31/12/2026,1094,kjl1129,31/12/2027,3906,67ca29917616105911bf957e,67d73b3a6348d5c1f9b74313,
Esmalte para uñas YUYA,7.50611E+12,PZA,39,14.12,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi891,31/12/2026,460,kjl1130,31/12/2027,4540,67ca29917616105911bf957e,67d73b3a6348d5c1f9b74313,
Esmalte para uñas YUYA,7.50611E+12,PZA,39,14.12,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi892,31/12/2026,624,kjl1131,31/12/2027,4376,67ca29917616105911bf957e,67d73b3a6348d5c1f9b74313,
Esmalte para uñas YUYA,7.50611E+12,PZA,39,14.12,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi893,31/12/2026,1535,kjl1132,31/12/2027,3465,67ca29917616105911bf957e,67d73b3a6348d5c1f9b74313,
Esmalte para uñas YUYA,7.50611E+12,PZA,39,14.12,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi894,31/12/2026,1462,kjl1133,31/12/2027,3538,67ca29917616105911bf957e,67d73b3a6348d5c1f9b74313,
Esmalte para uñas YUYA,7.50611E+12,PZA,39,14.12,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi895,31/12/2026,1371,kjl1134,31/12/2027,3629,67ca29917616105911bf957e,67d73b3a6348d5c1f9b74313,
Esmalte para uñas YUYA,7.50611E+12,PZA,39,14.12,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi896,31/12/2026,38,kjl1135,31/12/2027,4962,67ca29917616105911bf957e,67d73b3a6348d5c1f9b74313,
Esmalte para uñas YUYA,7.50611E+12,PZA,39,14.12,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi897,31/12/2026,1855,kjl1136,31/12/2027,3145,67ca29917616105911bf957e,67d73b3a6348d5c1f9b74313,
Esmalte para uñas YUYA Y-E8F08,7.50611E+12,PZA,39,21,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi898,31/12/2026,761,kjl1137,31/12/2027,4239,67ca29917616105911bf957e,67d73b3a6348d5c1f9b74313,
Esmalte para uñas YUYA Y-E8F14,7.50611E+12,PZA,39,21,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi899,31/12/2026,50,kjl1138,31/12/2027,4950,67ca29917616105911bf957e,67d73b3a6348d5c1f9b74313,
GEL CEJAS YUYA,7.50611E+12,PZA,160,123,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi900,31/12/2026,334,kjl1139,31/12/2027,4666,67ca29917616105911bf957e,67d73b3a6348d5c1f9b74313,
Perfilador de Ceja TANYS C/1 Pza,7.50176E+12,PZA,32,19.28,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi901,31/12/2026,1884,kjl1140,31/12/2027,3116,67ca29917616105911bf9561,67d73b3a6348d5c1f9b74313,
Set de Manicure TANYS C/1 Pza,7.50176E+12,PZA,52,32.03,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi902,31/12/2026,1675,kjl1141,31/12/2027,3325,67ca29917616105911bf9561,67d73b3a6348d5c1f9b74313,
MASCARA DE PESTAÑAS YUYA,7.50611E+12,PZA,155,105,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi903,31/12/2026,690,kjl1142,31/12/2027,4310,67ca29917616105911bf957e,67d73b3a6348d5c1f9b74313,
RIMEL 10 ACEITES Negro YUYA,7.50611E+12,PZA,185,115,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi904,31/12/2026,1338,kjl1143,31/12/2027,3662,67ca29917616105911bf957e,67d73b3a6348d5c1f9b74313,
RIMEL 10 ACEITES Cafe YUYA,7.50611E+12,PZA,185,119,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi905,31/12/2026,897,kjl1144,31/12/2027,4103,67ca29917616105911bf957e,67d73b3a6348d5c1f9b74313,
PARCHE AUXILIAR YUYA,7.50611E+12,PZA,85,68,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi906,31/12/2026,1382,kjl1145,31/12/2027,3618,67ca29917616105911bf957e,67d73b3a6348d5c1f9b74313,
SONDA FOLEY DE LATEX CAL 18,7.50602E+12,PZA,42,23.65,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi907,31/12/2026,1149,kjl1146,31/12/2027,3851,67ca29917616105911bf956c,67d73b3a6348d5c1f9b74313,
SONDA FOLEY DE LATEX CAL 14,7.50602E+12,PZA,38,23.18,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi908,31/12/2026,66,kjl1147,31/12/2027,4934,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
SONDA FOLEY 2 vias 16 FR.,7.50602E+12,PZA,38,23.89,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi909,31/12/2026,1142,kjl1148,31/12/2027,3858,67ca29917616105911bf956c,67d73b3a6348d5c1f9b74313,
RIBAN BAÑO COLOIDE PH 5 75/ 90 G,7.50167E+12,PZA,49,25,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi910,31/12/2026,637,kjl1149,31/12/2027,4363,67ca29917616105911bf956d,67d73b3a6348d5c1f9b74313,
Dexeryl Crema Emoliente 500 G,3.59262E+12,PZA,386,292.2,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi911,31/12/2026,1266,kjl1150,31/12/2027,3734,67ca29917616105911bf9573,67d73b3a6348d5c1f9b74313,
Dexeryl Crema Emoliente 250 G,3.59262E+12,PZA,289,201.75,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi912,31/12/2026,570,kjl1151,31/12/2027,4430,67ca29917616105911bf9575,67d73b3a6348d5c1f9b74313,
Dexeryl Crema Emoliente 250 G,3.28278E+12,PZA,289,157.6,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi913,31/12/2026,268,kjl1152,31/12/2027,4732,67ca29917616105911bf9573,67d73b3a6348d5c1f9b74313,
Recarga Telefonica $10,4.68797E+13,PZA,10,9.5,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi914,31/12/2026,1917,kjl1153,31/12/2027,3083,67ca29917616105911bf9585,67d73b3a6348d5c1f9b74313,
Recarga Telefonica $15,4.68797E+13,PZA,15,13.75,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi915,31/12/2026,1021,kjl1154,31/12/2027,3979,67ca29917616105911bf9585,67d73b3a6348d5c1f9b74313,
Recarga Telefonica $20,4.68797E+13,PZA,20,19,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi916,31/12/2026,1625,kjl1155,31/12/2027,3375,67ca29917616105911bf9585,67d73b3a6348d5c1f9b74313,
Recarga Telefonica $30,4.68797E+13,PZA,30,28.5,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi917,31/12/2026,1123,kjl1156,31/12/2027,3877,67ca29917616105911bf9585,67d73b3a6348d5c1f9b74313,
Recarga Telefonica $50,4.68797E+13,PZA,50,47.5,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi918,31/12/2026,1482,kjl1157,31/12/2027,3518,67ca29917616105911bf9585,67d73b3a6348d5c1f9b74313,
Recarga Telefonica $60,4.68797E+13,PZA,60,57,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,,,,TRUE,ghi919,31/12/2026,1856,kjl1158,31/12/2027,3144,67ca29917616105911bf9585,67d73b3a6348d5c1f9b74313,
